ItemCondition	OriginalTokenNumber	Region	TokenizedTokenNumber	TokenizedWord	Experiment	Item	Condition
# RC1 8 a	6	MainVerb	13	है	RC1	8	a
# RC1 8 a	6	MainVerb	14	।	RC1	8	a
# RC1 8 b	0	NP1	0	वह	RC1	8	b
# RC1 8 b	0	NP1	1	माली	RC1	8	b
# RC1 8 b	0	NP1	2	,	RC1	8	b
# RC1 8 b	1	RCPn	3	जिसने	RC1	8	b
# RC1 8 b	2	PreRCVerb	4	बहुत	RC1	8	b
# RC1 8 b	2	PreRCVerb	5	दिलचस्पी	RC1	8	b
# RC1 8 b	2	PreRCVerb	6	से	RC1	8	b
# RC1 8 b	3	RCVerb	7	रखी	RC1	8	b
# RC1 8 b	3	RCVerb	8	थी	RC1	8	b
# RC1 8 b	4	RCObj	9	लकड़ी	RC1	8	b
# RC1 8 b	4	RCObj	10	,	RC1	8	b
# RC1 8 b	5	PreMainVerb	11	बहुत	RC1	8	b
# RC1 8 b	5	PreMainVerb	12	बूढ़ा	RC1	8	b
# RC1 8 b	6	MainVerb	13	है	RC1	8	b
# RC1 8 b	6	MainVerb	14	।	RC1	8	b
# RC1 8 c	0	NP1	0	वह	RC1	8	c
# RC1 8 c	0	NP1	1	लकड़ी	RC1	8	c
# RC1 8 c	0	NP1	2	,	RC1	8	c
# RC1 8 c	1	RCPn	3	जिसको	RC1	8	c
# RC1 8 c	2	RCSubj	4	उस	RC1	8	c
# RC1 8 c	2	RCSubj	5	माली	RC1	8	c
# RC1 8 c	2	RCSubj	6	ने	RC1	8	c
# RC1 8 c	3	PreRCVerb	7	बहुत	RC1	8	c
# RC1 8 c	3	PreRCVerb	8	दिलचस्पी	RC1	8	c
# RC1 8 c	3	PreRCVerb	9	से	RC1	8	c
# RC1 8 c	4	RCVerb	10	रखा	RC1	8	c
# RC1 8 c	4	RCVerb	11	था	RC1	8	c
# RC1 8 c	4	RCVerb	12	,	RC1	8	c
# RC1 8 c	5	PreMainVerb	13	बहुत	RC1	8	c
# RC1 8 c	5	PreMainVerb	14	विचित्र	RC1	8	c
# RC1 8 c	6	MainVerb	15	है।	RC1	8	c
# RC1 8 d	0	NP1	0	वह	RC1	8	d
# RC1 8 d	0	NP1	1	लकड़ी	RC1	8	d
# RC1 8 d	0	NP1	2	,	RC1	8	d
# RC1 8 d	1	RCPn	3	जिसको	RC1	8	d
# RC1 8 d	2	PreRCVerb	4	बहुत	RC1	8	d
# RC1 8 d	2	PreRCVerb	5	दिलचस्पी	RC1	8	d
# RC1 8 d	2	PreRCVerb	6	से	RC1	8	d
# RC1 8 d	3	RCVerb	7	रखा	RC1	8	d
# RC1 8 d	3	RCVerb	8	था	RC1	8	d
# RC1 8 d	4	RCSubj	9	उस	RC1	8	d
# RC1 8 d	4	RCSubj	10	माली	RC1	8	d
# RC1 8 d	4	RCSubj	11	ने	RC1	8	d
# RC1 8 d	4	RCSubj	12	,	RC1	8	d
# RC1 8 d	5	PreMainVerb	13	बहुत	RC1	8	d
# RC1 8 d	5	PreMainVerb	14	विचित्र	RC1	8	d
# RC1 8 d	6	MainVerb	15	है।	RC1	8	d
# RC1 9 a	0	NP1	0	वह	RC1	9	a
# RC1 9 a	0	NP1	1	किसान	RC1	9	a
# RC1 9 a	0	NP1	2	,	RC1	9	a
# RC1 9 a	1	RCPn	3	जिसने	RC1	9	a
# RC1 9 a	2	RCObj	4	फसल	RC1	9	a
# RC1 9 a	3	PreRCVerb	5	कल	RC1	9	a
# RC1 9 a	3	PreRCVerb	6	सुबाह	RC1	9	a
# RC1 9 a	4	PreRCVerb	7	मैदान	RC1	9	a
# RC1 9 a	4	PreRCVerb	8	में	RC1	9	a
# RC1 9 a	5	RCVerb	9	काटी	RC1	9	a
# RC1 9 a	5	RCVerb	10	थी	RC1	9	a
# RC1 9 a	5	RCVerb	11	,	RC1	9	a
# RC1 9 a	6	PreMainVerb	12	बहुत	RC1	9	a
# RC1 9 a	6	PreMainVerb	13	मेहनती	RC1	9	a
# RC1 9 a	7	MainVerb	14	है।	RC1	9	a
# RC1 9 b	0	NP1	0	वह	RC1	9	b
# RC1 9 b	0	NP1	1	किसान	RC1	9	b
# RC1 9 b	0	NP1	2	,	RC1	9	b
# RC1 9 b	1	RCPn	3	जिसने	RC1	9	b
# RC1 9 b	2	PreRCVerb	4	कल	RC1	9	b
# RC1 9 b	2	PreRCVerb	5	सुबाह	RC1	9	b
# RC1 9 b	3	PreRCVerb	6	मैदान	RC1	9	b
# RC1 9 b	3	PreRCVerb	7	में	RC1	9	b
# RC1 9 b	4	RCVerb	8	काटी	RC1	9	b
# RC1 9 b	4	RCVerb	9	थी	RC1	9	b
# RC1 9 b	5	RCObj	10	फसल	RC1	9	b
# RC1 9 b	5	RCObj	11	,	RC1	9	b
# RC1 9 b	6	PreMainVerb	12	बहुत	RC1	9	b
# RC1 9 b	6	PreMainVerb	13	मेहनती	RC1	9	b
# RC1 9 b	7	MainVerb	14	है।	RC1	9	b
# RC1 9 c	0	NP1	0	वह	RC1	9	c
# RC1 9 c	0	NP1	1	फसल	RC1	9	c
# RC1 9 c	0	NP1	2	,	RC1	9	c
# RC1 9 c	1	RCPn	3	जिसको	RC1	9	c
# RC1 9 c	2	RCSubj	4	उस	RC1	9	c
# RC1 9 c	2	RCSubj	5	किसान	RC1	9	c
# RC1 9 c	2	RCSubj	6	ने	RC1	9	c
# RC1 9 c	3	PreRCVerb	7	कल	RC1	9	c
# RC1 9 c	3	PreRCVerb	8	सुबाह	RC1	9	c
# RC1 9 c	4	PreRCVerb	9	मैदान	RC1	9	c
# RC1 9 c	4	PreRCVerb	10	में	RC1	9	c
# RC1 9 c	5	RCVerb	11	काटा	RC1	9	c
# RC1 9 c	5	RCVerb	12	था	RC1	9	c
# RC1 9 c	5	RCVerb	13	,	RC1	9	c
# RC1 9 c	6	PreMainVerb	14	काफी	RC1	9	c
# RC1 9 c	6	PreMainVerb	15	महंगी	RC1	9	c
# RC1 9 c	7	MainVerb	16	है	RC1	9	c
# RC1 9 c	7	MainVerb	17	।	RC1	9	c
# RC1 9 d	0	NP1	0	वह	RC1	9	d
# RC1 9 d	0	NP1	1	फसल	RC1	9	d
# RC1 9 d	0	NP1	2	,	RC1	9	d
# RC1 9 d	1	RCPn	3	जिसको	RC1	9	d
# RC1 9 d	2	PreRCVerb	4	कल	RC1	9	d
# RC1 9 d	2	PreRCVerb	5	सुबाह	RC1	9	d
# RC1 9 d	3	PreRCVerb	6	मैदान	RC1	9	d
# RC1 9 d	3	PreRCVerb	7	में	RC1	9	d
# RC1 9 d	4	RCVerb	8	काटा	RC1	9	d
# RC1 9 d	4	RCVerb	9	था	RC1	9	d
# RC1 9 d	5	RCSubj	10	उस	RC1	9	d
# RC1 9 d	5	RCSubj	11	किसान	RC1	9	d
# RC1 9 d	5	RCSubj	12	ने	RC1	9	d
# RC1 9 d	5	RCSubj	13	,	RC1	9	d
# RC1 9 d	6	PreMainVerb	14	काफी	RC1	9	d
# RC1 9 d	6	PreMainVerb	15	महंगी	RC1	9	d
# RC1 9 d	7	MainVerb	16	है	RC1	9	d
# RC1 9 d	7	MainVerb	17	।	RC1	9	d
# RC1 10 a	0	NP1	0	वह	RC1	10	a
# RC1 10 a	0	NP1	1	टी-टी	RC1	10	a
# RC1 10 a	0	NP1	2	,	RC1	10	a
# RC1 10 a	1	RCPn	3	जिसने	RC1	10	a
# RC1 10 a	2	RCObj	4	सिगरेट	RC1	10	a
# RC1 10 a	3	PreRCVerb	5	वेटिंग	RC1	10	a
# RC1 10 a	3	PreRCVerb	6	रूम	RC1	10	a
# RC1 10 a	3	PreRCVerb	7	के	RC1	10	a
# RC1 10 a	3	PreRCVerb	8	सामने	RC1	10	a
# RC1 10 a	4	RCVerb	9	मांगी	RC1	10	a
# RC1 10 a	4	RCVerb	10	थी	RC1	10	a
# RC1 10 a	4	RCVerb	11	,	RC1	10	a
# RC1 10 a	5	PreMainVerb	12	मेरी	RC1	10	a
# RC1 10 a	6	PreMainVerb	13	मौसी	RC1	10	a
# RC1 10 a	6	PreMainVerb	14	का	RC1	10	a
# RC1 10 a	7	PreMainVerb	15	रिशतेदार	RC1	10	a
# RC1 10 a	8	MainVerb	16	है।	RC1	10	a
# RC1 10 b	0	NP1	0	वह	RC1	10	b
# RC1 10 b	0	NP1	1	टी-टी	RC1	10	b
# RC1 10 b	0	NP1	2	,	RC1	10	b
# RC1 10 b	1	RCPn	3	जिसने	RC1	10	b
# RC1 10 b	2	PreRCVerb	4	वेटिंग	RC1	10	b
# RC1 10 b	2	PreRCVerb	5	रूम	RC1	10	b
# RC1 10 b	2	PreRCVerb	6	के	RC1	10	b
# RC1 10 b	2	PreRCVerb	7	सामने	RC1	10	b
# RC1 10 b	3	RCVerb	8	मांगी	RC1	10	b
# RC1 10 b	3	RCVerb	9	थी	RC1	10	b
# RC1 10 b	4	RCObj	10	सिगरेट	RC1	10	b
# RC1 10 b	4	RCObj	11	,	RC1	10	b
# RC1 10 b	5	PreMainVerb	12	मेरी	RC1	10	b
# RC1 10 b	6	PreMainVerb	13	मौसी	RC1	10	b
# RC1 10 b	6	PreMainVerb	14	का	RC1	10	b
# RC1 10 b	7	PreMainVerb	15	रिशतेदार	RC1	10	b
# RC1 10 b	8	MainVerb	16	है।	RC1	10	b
# RC1 10 c	0	NP1	0	वह	RC1	10	c
# RC1 10 c	0	NP1	1	सिगरेट	RC1	10	c
# RC1 10 c	0	NP1	2	,	RC1	10	c
# RC1 10 c	1	RCPn	3	जिसको	RC1	10	c
# RC1 10 c	2	RCSubj	4	उस	RC1	10	c
# RC1 10 c	2	RCSubj	5	टी-टी	RC1	10	c
# RC1 10 c	2	RCSubj	6	ने	RC1	10	c
# RC1 10 c	3	PreRCVerb	7	वेटिंग	RC1	10	c
# RC1 10 c	3	PreRCVerb	8	रूम	RC1	10	c
# RC1 10 c	3	PreRCVerb	9	के	RC1	10	c
# RC1 10 c	3	PreRCVerb	10	सामने	RC1	10	c
# RC1 10 c	4	RCVerb	11	मांगा	RC1	10	c
# RC1 10 c	4	RCVerb	12	था	RC1	10	c
# RC1 10 c	4	RCVerb	13	,	RC1	10	c
# RC1 10 c	5	PreMainVerb	14	विलायत	RC1	10	c
# RC1 10 c	5	PreMainVerb	15	से	RC1	10	c
# RC1 10 c	6	MainVerb	16	आती	RC1	10	c
# RC1 10 c	6	MainVerb	17	है।	RC1	10	c
# RC1 10 d	0	NP1	0	वह	RC1	10	d
# RC1 10 d	0	NP1	1	सिगरेट	RC1	10	d
# RC1 10 d	0	NP1	2	,	RC1	10	d
# RC1 10 d	1	RCPn	3	जिसको	RC1	10	d
# RC1 10 d	2	PreRCVerb	4	वेटिंग	RC1	10	d
# RC1 10 d	2	PreRCVerb	5	रूम	RC1	10	d
# RC1 10 d	2	PreRCVerb	6	के	RC1	10	d
# RC1 10 d	2	PreRCVerb	7	सामने	RC1	10	d
# RC1 10 d	3	RCVerb	8	मांगा	RC1	10	d
# RC1 10 d	3	RCVerb	9	था	RC1	10	d
# RC1 10 d	4	RCSubj	10	उस	RC1	10	d
# RC1 10 d	4	RCSubj	11	टी-टी	RC1	10	d
# RC1 10 d	4	RCSubj	12	ने	RC1	10	d
# RC1 10 d	4	RCSubj	13	,	RC1	10	d
# RC1 10 d	5	PreMainVerb	14	विलायत	RC1	10	d
# RC1 10 d	5	PreMainVerb	15	से	RC1	10	d
# RC1 10 d	6	MainVerb	16	आती	RC1	10	d
# RC1 10 d	6	MainVerb	17	है।	RC1	10	d
# RC1 11 a	0	NP1	0	वह	RC1	11	a
# RC1 11 a	0	NP1	1	बढ़ई	RC1	11	a
# RC1 11 a	0	NP1	2	,	RC1	11	a
# RC1 11 a	1	RCPn	3	जिसने	RC1	11	a
# RC1 11 a	2	RCObj	4	अलमारी	RC1	11	a
# RC1 11 a	3	PreRCVerb	5	नीम	RC1	11	a
# RC1 11 a	3	PreRCVerb	6	के	RC1	11	a
# RC1 11 a	3	PreRCVerb	7	पेड़	RC1	11	a
# RC1 11 a	3	PreRCVerb	8	के	RC1	11	a
# RC1 11 a	3	PreRCVerb	9	नीचे	RC1	11	a
# RC1 11 a	4	RCVerb	10	बनायी	RC1	11	a
# RC1 11 a	4	RCVerb	11	थी	RC1	11	a
# RC1 11 a	4	RCVerb	12	,	RC1	11	a
# RC1 11 a	5	PreMainVerb	13	यहाँ	RC1	11	a
# RC1 11 a	6	PreMainVerb	14	कई	RC1	11	a
# RC1 11 a	6	PreMainVerb	15	सालों	RC1	11	a
# RC1 11 a	6	PreMainVerb	16	से	RC1	11	a
# RC1 11 a	7	MainVerb	17	काम	RC1	11	a
# RC1 11 a	7	MainVerb	18	कर	RC1	11	a
# RC1 11 a	7	MainVerb	19	रहा	RC1	11	a
# RC1 11 a	7	MainVerb	20	है	RC1	11	a
# RC1 11 a	7	MainVerb	21	।	RC1	11	a
# RC1 11 b	0	NP1	0	वह	RC1	11	b
# RC1 11 b	0	NP1	1	बढ़ई	RC1	11	b
# RC1 11 b	0	NP1	2	,	RC1	11	b
# RC1 11 b	1	RCPn	3	जिसने	RC1	11	b
# RC1 11 b	2	PreRCVerb	4	नीम	RC1	11	b
# RC1 11 b	2	PreRCVerb	5	के	RC1	11	b
# RC1 11 b	2	PreRCVerb	6	पेड़	RC1	11	b
# RC1 11 b	2	PreRCVerb	7	के	RC1	11	b
# RC1 11 b	2	PreRCVerb	8	नीचे	RC1	11	b
# RC1 11 b	3	RCVerb	9	बनायी	RC1	11	b
# RC1 11 b	3	RCVerb	10	थी	RC1	11	b
# RC1 11 b	4	RCObj	11	अलमारी	RC1	11	b
# RC1 11 b	4	RCObj	12	,	RC1	11	b
# RC1 11 b	5	PreMainVerb	13	यहाँ	RC1	11	b
# RC1 11 b	6	PreMainVerb	14	कई	RC1	11	b
# RC1 11 b	6	PreMainVerb	15	सालों	RC1	11	b
# RC1 11 b	6	PreMainVerb	16	से	RC1	11	b
# RC1 11 b	7	MainVerb	17	काम	RC1	11	b
# RC1 11 b	7	MainVerb	18	कर	RC1	11	b
# RC1 11 b	7	MainVerb	19	रहा	RC1	11	b
# RC1 11 b	7	MainVerb	20	है	RC1	11	b
# RC1 11 b	7	MainVerb	21	।	RC1	11	b
# RC1 11 c	0	NP1	0	वह	RC1	11	c
# RC1 11 c	0	NP1	1	अलमारी	RC1	11	c
# RC1 11 c	0	NP1	2	,	RC1	11	c
# RC1 11 c	1	RCPn	3	जिसको	RC1	11	c
# RC1 11 c	2	RCSubj	4	उस	RC1	11	c
# RC1 11 c	2	RCSubj	5	बढ़ई	RC1	11	c
# RC1 11 c	2	RCSubj	6	ने	RC1	11	c
# RC1 11 c	3	PreRCVerb	7	नीम	RC1	11	c
# RC1 11 c	3	PreRCVerb	8	के	RC1	11	c
# RC1 11 c	3	PreRCVerb	9	पेड़	RC1	11	c
# RC1 11 c	3	PreRCVerb	10	के	RC1	11	c
# RC1 11 c	3	PreRCVerb	11	नीचे	RC1	11	c
# RC1 11 c	4	RCVerb	12	बनाया	RC1	11	c
# RC1 11 c	4	RCVerb	13	था	RC1	11	c
# RC1 11 c	4	RCVerb	14	,	RC1	11	c
# RC1 11 c	5	PreMainVerb	15	लकड़ी	RC1	11	c
# RC1 11 c	5	PreMainVerb	16	की	RC1	11	c
# RC1 11 c	6	MainVerb	17	है।	RC1	11	c
# RC1 11 d	0	NP1	0	वह	RC1	11	d
# RC1 11 d	0	NP1	1	अलमारी	RC1	11	d
# RC1 11 d	0	NP1	2	,	RC1	11	d
# RC1 11 d	1	RCPn	3	जिसको	RC1	11	d
# RC1 11 d	2	PreRCVerb	4	नीम	RC1	11	d
# RC1 11 d	2	PreRCVerb	5	के	RC1	11	d
# RC1 11 d	2	PreRCVerb	6	पेड़	RC1	11	d
# RC1 11 d	2	PreRCVerb	7	के	RC1	11	d
# RC1 11 d	2	PreRCVerb	8	नीचे	RC1	11	d
# RC1 11 d	3	RCVerb	9	बनाया	RC1	11	d
# RC1 11 d	3	RCVerb	10	था	RC1	11	d
# RC1 11 d	4	RCSubj	11	उस	RC1	11	d
# RC1 11 d	4	RCSubj	12	बढ़ई	RC1	11	d
# RC1 11 d	4	RCSubj	13	ने	RC1	11	d
# RC1 11 d	4	RCSubj	14	,	RC1	11	d
# RC1 11 d	5	PreMainVerb	15	लकड़ी	RC1	11	d
# RC1 11 d	5	PreMainVerb	16	की	RC1	11	d
# RC1 11 d	6	MainVerb	17	है।	RC1	11	d
# RC1 12 a	0	NP1	0	वह	RC1	12	a
# RC1 12 a	0	NP1	1	दुकानदार	RC1	12	a
# RC1 12 a	0	NP1	2	,	RC1	12	a
# RC1 12 a	1	RCPn	3	जिसने	RC1	12	a
# RC1 12 a	2	RCObj	4	पुरानी	RC1	12	a
# RC1 12 a	2	RCObj	5	बन्दूक	RC1	12	a
# RC1 12 a	3	PreRCVerb	6	इस	RC1	12	a
# RC1 12 a	3	PreRCVerb	7	साल	RC1	12	a
# RC1 12 a	4	PreRCVerb	8	एक-दो	RC1	12	a
# RC1 12 a	4	PreRCVerb	9	बार	RC1	12	a
# RC1 12 a	5	PreRCVerb	10	म्यूजियम	RC1	12	a
# RC1 12 a	5	PreRCVerb	11	में	RC1	12	a
# RC1 12 a	6	RCVerb	12	दिखायी	RC1	12	a
# RC1 12 a	6	RCVerb	13	थी	RC1	12	a
# RC1 12 a	6	RCVerb	14	,	RC1	12	a
# RC1 12 a	7	PreMainVerb	15	मशहूर	RC1	12	a
# RC1 12 a	7	PreMainVerb	16	संग्रहकर्ता	RC1	12	a
# RC1 12 a	8	MainVerb	17	है।	RC1	12	a
# RC1 12 b	0	NP1	0	वह	RC1	12	b
# RC1 12 b	0	NP1	1	दुकानदार	RC1	12	b
# RC1 12 b	0	NP1	2	,	RC1	12	b
# RC1 12 b	1	RCPn	3	जिसने	RC1	12	b
# RC1 12 b	2	PreRCVerb	4	इस	RC1	12	b
# RC1 12 b	2	PreRCVerb	5	साल	RC1	12	b
# RC1 12 b	3	PreRCVerb	6	एक-दो	RC1	12	b
# RC1 12 b	3	PreRCVerb	7	बार	RC1	12	b
# RC1 12 b	4	PreRCVerb	8	म्यूजियम	RC1	12	b
# RC1 12 b	4	PreRCVerb	9	में	RC1	12	b
# RC1 12 b	5	RCVerb	10	दिखायी	RC1	12	b
# RC1 12 b	5	RCVerb	11	थी	RC1	12	b
# RC1 12 b	6	RCObj	12	पुरानी	RC1	12	b
# RC1 12 b	6	RCObj	13	बन्दूक	RC1	12	b
# RC1 12 b	6	RCObj	14	,	RC1	12	b
# RC1 12 b	7	PreMainVerb	15	मशहूर	RC1	12	b
# RC1 12 b	7	PreMainVerb	16	संग्रहकर्ता	RC1	12	b
# RC1 12 b	8	MainVerb	17	है।	RC1	12	b
# RC1 12 c	0	NP1	0	वह	RC1	12	c
# RC1 12 c	0	NP1	1	बन्दूक	RC1	12	c
# RC1 12 c	0	NP1	2	,	RC1	12	c
# RC1 12 c	1	RCPn	3	जिसको	RC1	12	c
# RC1 12 c	2	RCSubj	4	उस	RC1	12	c
# RC1 12 c	2	RCSubj	5	दुकानदार	RC1	12	c
# RC1 12 c	2	RCSubj	6	ने	RC1	12	c
# RC1 12 c	3	PreRCVerb	7	इस	RC1	12	c
# RC1 12 c	3	PreRCVerb	8	साल	RC1	12	c
# RC1 12 c	4	PreRCVerb	9	एक-दो	RC1	12	c
# RC1 12 c	4	PreRCVerb	10	बार	RC1	12	c
# RC1 12 c	5	PreRCVerb	11	म्यूजियम	RC1	12	c
# RC1 12 c	5	PreRCVerb	12	में	RC1	12	c
# RC1 12 c	6	RCVerb	13	दिखाया	RC1	12	c
# RC1 12 c	6	RCVerb	14	था	RC1	12	c
# RC1 12 c	6	RCVerb	15	,	RC1	12	c
# RC1 12 c	7	PreMainVerb	16	अंग्रेज़ो	RC1	12	c
# RC1 12 c	7	PreMainVerb	17	के	RC1	12	c
# RC1 12 c	7	PreMainVerb	18	ज़माने	RC1	12	c
# RC1 12 c	7	PreMainVerb	19	की	RC1	12	c
# RC1 12 c	8	MainVerb	20	है	RC1	12	c
# RC1 12 c	8	MainVerb	21	।	RC1	12	c
# RC1 12 d	0	NP1	0	वह	RC1	12	d
# RC1 12 d	0	NP1	1	बन्दूक	RC1	12	d
# RC1 12 d	0	NP1	2	,	RC1	12	d
# RC1 12 d	1	RCPn	3	जिसको	RC1	12	d
# RC1 12 d	2	PreRCVerb	4	इस	RC1	12	d
# RC1 12 d	2	PreRCVerb	5	साल	RC1	12	d
# RC1 12 d	3	PreRCVerb	6	एक-दो	RC1	12	d
# RC1 12 d	3	PreRCVerb	7	बार	RC1	12	d
# RC1 12 d	4	PreRCVerb	8	म्यूजियम	RC1	12	d
# RC1 12 d	4	PreRCVerb	9	में	RC1	12	d
# RC1 12 d	5	RCVerb	10	दिखाया	RC1	12	d
# RC1 12 d	5	RCVerb	11	था	RC1	12	d
# RC1 12 d	6	RCSubj	12	उस	RC1	12	d
# RC1 12 d	6	RCSubj	13	दुकानदार	RC1	12	d
# RC1 12 d	6	RCSubj	14	ने	RC1	12	d
# RC1 12 d	6	RCSubj	15	,	RC1	12	d
# RC1 12 d	7	PreMainVerb	16	अंग्रेज़ो	RC1	12	d
# RC1 12 d	7	PreMainVerb	17	के	RC1	12	d
# RC1 12 d	7	PreMainVerb	18	ज़माने	RC1	12	d
# RC1 12 d	7	PreMainVerb	19	की	RC1	12	d
# RC1 12 d	8	MainVerb	20	है	RC1	12	d
# RC1 12 d	8	MainVerb	21	।	RC1	12	d
# RC1 13 a	0	NP1	0	वह	RC1	13	a
# RC1 13 a	0	NP1	1	प्रोफेसर	RC1	13	a
# RC1 13 a	0	NP1	2	,	RC1	13	a
# RC1 13 a	1	RCPn	3	जिसने	RC1	13	a
# RC1 13 a	2	RCObj	4	पहेली	RC1	13	a
# RC1 13 a	3	PreRCVerb	5	क्लास	RC1	13	a
# RC1 13 a	3	PreRCVerb	6	में	RC1	13	a
# RC1 13 a	4	RCVerb	7	सुलझाई	RC1	13	a
# RC1 13 a	4	RCVerb	8	थी	RC1	13	a
# RC1 13 a	4	RCVerb	9	,	RC1	13	a
# RC1 13 a	5	PreMainVerb	10	गणित	RC1	13	a
# RC1 13 a	6	PreMainVerb	11	बहुत	RC1	13	a
# RC1 13 a	6	PreMainVerb	12	अच्छा	RC1	13	a
# RC1 13 a	7	MainVerb	13	पढ़ाते	RC1	13	a
# RC1 13 a	7	MainVerb	14	हैं	RC1	13	a
# RC1 13 a	7	MainVerb	15	।	RC1	13	a
# RC1 13 b	0	NP1	0	वह	RC1	13	b
# RC1 13 b	0	NP1	1	प्रोफेसर	RC1	13	b
# RC1 13 b	0	NP1	2	,	RC1	13	b
# RC1 13 b	1	RCPn	3	जिसने	RC1	13	b
# RC1 13 b	2	PreRCVerb	4	क्लास	RC1	13	b
# RC1 13 b	2	PreRCVerb	5	में	RC1	13	b
# RC1 13 b	3	RCVerb	6	सुलझाई	RC1	13	b
# RC1 13 b	3	RCVerb	7	थी	RC1	13	b
# RC1 13 b	4	RCObj	8	पहेली	RC1	13	b
# RC1 13 b	4	RCObj	9	,	RC1	13	b
# RC1 13 b	5	PreMainVerb	10	गणित	RC1	13	b
# RC1 13 b	6	PreMainVerb	11	बहुत	RC1	13	b
# RC1 13 b	6	PreMainVerb	12	अच्छा	RC1	13	b
# RC1 13 b	7	MainVerb	13	पढ़ाते	RC1	13	b
# RC1 13 b	7	MainVerb	14	हैं	RC1	13	b
# RC1 13 b	7	MainVerb	15	।	RC1	13	b
# RC1 13 c	0	NP1	0	वह	RC1	13	c
# RC1 13 c	0	NP1	1	पहेली	RC1	13	c
# RC1 13 c	0	NP1	2	,	RC1	13	c
# RC1 13 c	1	RCPn	3	जिसको	RC1	13	c
# RC1 13 c	2	RCSubj	4	उस	RC1	13	c
# RC1 13 c	2	RCSubj	5	प्रोफेसर	RC1	13	c
# RC1 13 c	2	RCSubj	6	ने	RC1	13	c
# RC1 13 c	3	PreRCVerb	7	क्लास	RC1	13	c
# RC1 13 c	3	PreRCVerb	8	में	RC1	13	c
# RC1 13 c	4	RCVerb	9	सुलझाया	RC1	13	c
# RC1 13 c	4	RCVerb	10	था	RC1	13	c
# RC1 13 c	4	RCVerb	11	,	RC1	13	c
# RC1 13 c	5	PreMainVerb	12	बहुत	RC1	13	c
# RC1 13 c	5	PreMainVerb	13	कठिन	RC1	13	c
# RC1 13 c	6	MainVerb	14	थी।	RC1	13	c
# RC1 13 d	0	NP1	0	वह	RC1	13	d
# RC1 13 d	0	NP1	1	पहेली	RC1	13	d
# RC1 13 d	0	NP1	2	,	RC1	13	d
# RC1 13 d	1	RCPn	3	जिसको	RC1	13	d
# RC1 13 d	2	PreRCVerb	4	क्लास	RC1	13	d
# RC1 13 d	2	PreRCVerb	5	में	RC1	13	d
# RC1 13 d	3	RCVerb	6	सुलझाया	RC1	13	d
# RC1 13 d	3	RCVerb	7	था	RC1	13	d
# RC1 13 d	4	RCSubj	8	उस	RC1	13	d
# RC1 13 d	4	RCSubj	9	प्रोफेसर	RC1	13	d
# RC1 13 d	4	RCSubj	10	ने	RC1	13	d
# RC1 13 d	4	RCSubj	11	,	RC1	13	d
# RC1 13 d	5	PreMainVerb	12	बहुत	RC1	13	d
# RC1 13 d	5	PreMainVerb	13	कठिन	RC1	13	d
# RC1 13 d	6	MainVerb	14	थी।	RC1	13	d
# RC1 14 a	0	NP1	0	वह	RC1	14	a
# RC1 14 a	0	NP1	1	ग्राहक	RC1	14	a
# RC1 14 a	0	NP1	2	,	RC1	14	a
# RC1 14 a	1	RCPn	3	जिसने	RC1	14	a
# RC1 14 a	2	RCObj	4	कमीज	RC1	14	a
# RC1 14 a	3	PreRCVerb	5	बहुत	RC1	14	a
# RC1 14 a	3	PreRCVerb	6	जल्दीबाजी	RC1	14	a
# RC1 14 a	3	PreRCVerb	7	में	RC1	14	a
# RC1 14 a	4	RCVerb	8	खरीदी	RC1	14	a
# RC1 14 a	4	RCVerb	9	थी	RC1	14	a
# RC1 14 a	4	RCVerb	10	,	RC1	14	a
# RC1 14 a	5	PreMainVerb	11	इस	RC1	14	a
# RC1 14 a	5	PreMainVerb	12	दुकान	RC1	14	a
# RC1 14 a	5	PreMainVerb	13	में	RC1	14	a
# RC1 14 a	6	PreMainVerb	14	कई	RC1	14	a
# RC1 14 a	6	PreMainVerb	15	बार	RC1	14	a
# RC1 14 a	7	MainVerb	16	आ	RC1	14	a
# RC1 14 a	7	MainVerb	17	चुका	RC1	14	a
# RC1 14 a	7	MainVerb	18	है	RC1	14	a
# RC1 14 a	7	MainVerb	19	।	RC1	14	a
# RC1 14 b	0	NP1	0	वह	RC1	14	b
# RC1 14 b	0	NP1	1	ग्राहक	RC1	14	b
# RC1 14 b	0	NP1	2	,	RC1	14	b
# RC1 14 b	1	RCPn	3	जिसने	RC1	14	b
# RC1 14 b	2	PreRCVerb	4	बहुत	RC1	14	b
# RC1 14 b	2	PreRCVerb	5	जल्दीबाजी	RC1	14	b
# RC1 14 b	2	PreRCVerb	6	में	RC1	14	b
# RC1 14 b	3	RCVerb	7	खरीदी	RC1	14	b
# RC1 14 b	3	RCVerb	8	थी	RC1	14	b
# RC1 14 b	4	RCObj	9	कमीज	RC1	14	b
# RC1 14 b	4	RCObj	10	,	RC1	14	b
# RC1 14 b	5	PreMainVerb	11	इस	RC1	14	b
# RC1 14 b	5	PreMainVerb	12	दुकान	RC1	14	b
# RC1 14 b	5	PreMainVerb	13	में	RC1	14	b
# RC1 14 b	6	PreMainVerb	14	कई	RC1	14	b
# RC1 14 b	6	PreMainVerb	15	बार	RC1	14	b
# RC1 14 b	7	MainVerb	16	आ	RC1	14	b
# RC1 14 b	7	MainVerb	17	चुका	RC1	14	b
